mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_93443,CC1COC(=N)NC1=O,3.00799,1.39888,0.98803,3.195,72.24,-0.2547,-0.0106,0.2441,1161.6628,0.13774,-455.210996,-455.202805,-455.201861,-455.243986,30.647,-1680.5142826481,-1690.4828906221,-1699.9658066301,-1564.459630643
gdb_116257,COC1CCOC1C#N,2.14439,1.56342,1.11423,4.0679,71.53,-0.2697,0.0136,0.2833,1143.6563,0.147576,-439.084921,-439.075805,-439.074861,-439.120089,31.768,-1750.0052568171,-1760.282599219,-1770.358511232,-1628.9399454471
gdb_132207,NC1=NC(=N)N=C(F)N1,2.0351,1.92238,0.99006,6.845,65.56,-0.2301,-0.0105,0.2196,1074.1971,0.091167,-490.25848,-490.251052,-490.250108,-490.290588,28.031,-1304.614428833,-1311.50636018,-1318.617292168,-1214.1671641
gdb_62145,NC(COC=O)CC#N,5.14447,0.67269,0.62314,4.2995,71.06,-0.2723,0.0065,0.2789,1686.6679,0.134948,-455.170689,-455.160989,-455.160045,-455.206269,33.625,-1655.221277385,-1664.242974278,-1673.725890286,-1540.79187369
gdb_24247,C1C2CC3=C(NC=C3)N12,3.8564,1.62152,1.24623,0.9242,78.54,-0.1821,0.0505,0.2325,985.2697,0.140111,-380.875243,-380.86866,-380.867716,-380.905888,27.337,-1743.177958897,-1754.156856361,-1763.639772369,-1626.1638456311
gdb_73939,CC1=C(CNC1=O)C#N,3.11589,1.30419,0.92996,2.518,76.46,-0.2664,-0.0725,0.194,1174.2142,0.113074,-416.883918,-416.875356,-416.874412,-416.917529,30.263,-1612.288366623,-1620.2476907791,-1628.5446147771,-1510.250383151
gdb_32489,COc1cc(oc1)C=O,6.73897,0.85743,0.76436,4.5187,75.04,-0.231,-0.0583,0.1726,1412.1854,0.111959,-457.787075,-457.778952,-457.778008,-457.820181,29.086,-1575.7177696121,-1583.952570219,-1592.2494942171,-1473.467060589
gdb_17866,OC1CC11C2CN1C2,4.29069,1.76159,1.54464,2.3368,68.99,-0.2364,0.0582,0.2946,861.3346,0.142121,-363.746264,-363.739084,-363.738139,-363.777529,27.781,-1578.0188451151,-1588.6224921971,-1598.105408205,-1463.887508195
gdb_91563,CC1CC2OC12CC#C,2.83611,1.28574,1.03991,1.9726,80.41,-0.2514,0.0466,0.298,1203.4473,0.156853,-385.823992,-385.814922,-385.813977,-385.857927,34.268,-1871.549985063,-1882.7460006411,-1893.41428115,-1743.5896048011
gdb_100137,CCC(C)(C)OCC#C,2.25205,1.10548,0.94374,1.1025,87.33,-0.2559,0.0369,0.2929,1409.4389,0.201188,-388.254598,-388.24335,-388.242406,-388.290834,41.675,-2141.073885689,-2154.4573976411,-2167.498289679,-1987.8154800921
gdb_122199,CC1(CCC1)CCOC,3.69188,0.71991,0.6982,0.9983,90.04,-0.2495,0.0782,0.3277,1787.153,0.22763,-389.475237,-389.464617,-389.463673,-389.511356,39.025,-2279.184224026,-2294.7389171181,-2308.965801166,-2112.481438104
gdb_85553,CC1=CNC(=O)CC1O,2.85652,1.32831,1.02631,3.4345,76.21,-0.2199,-0.0122,0.2078,1177.8246,0.148188,-439.13915,-439.130366,-439.129422,-439.172528,33.083,-1784.034442378,-1794.520117768,-1804.596029781,-1661.845889898
gdb_10366,C#CC1(CCN1)C#N,2.50762,2.19127,1.42277,4.7541,67.89,-0.2574,-0.0076,0.2498,884.7368,0.10689,-341.529388,-341.521746,-341.520802,-341.561324,28.013,-1430.341504564,-1437.9895842561,-1445.694139758,-1336.6355855941
gdb_17692,C1NC1C12CC(C1)O2,4.78737,1.5572,1.51706,1.2872,68.48,-0.2316,0.0689,0.3005,895.2472,0.14306,-363.760843,-363.754016,-363.753072,-363.792251,26.511,-1587.167298826,-1597.992456585,-1607.476000102,-1473.125695693
gdb_90702,CC1C=CC2C(O)CC12,2.94428,1.34938,1.15206,1.742,82.88,-0.2356,0.0116,0.2472,1155.6756,0.184045,-387.092333,-387.084103,-387.083159,-387.124851,33.048,-2039.5937577181,-2053.0939863441,-2064.948886372,-1897.3732354311
gdb_80547,CC1C2OC(C)C1C2O,2.52929,1.48572,1.23555,0.698,78.14,-0.2286,0.0697,0.2983,1123.1362,0.182662,-424.201447,-424.192745,-424.191801,-424.234035,34.43,-1971.387921981,-1984.59133885,-1996.446238878,-1828.955301652
gdb_79785,CC1C2C3CN4C3C1C24,3.71529,1.66595,1.54044,1.6524,80.67,-0.2216,0.0788,0.3004,945.9382,0.174305,-365.950048,-365.943507,-365.942563,-365.980601,27.95,-1938.380321072,-1952.0518596551,-1963.313763678,-1801.560141239
gdb_58653,CC(C)C1(NC1C)C#C,1.8203,1.46363,1.12394,1.0427,89.22,-0.2358,0.0383,0.2741,1269.056,0.191235,-367.167856,-367.157201,-367.156257,-367.202936,39.845,-2074.71418143,-2087.581253475,-2100.029149508,-1927.3637730681
gdb_82258,CC1C2NC2C=C1C#N,3.11246,1.38748,1.06372,5.3127,80.46,-0.2536,-0.0479,0.2057,1116.4896,0.137637,-380.873955,-380.866123,-380.865178,-380.906258,30.044,-1742.3697273051,-1752.5648660281,-1762.047154527,-1626.396023961
gdb_57713,CC(C)(C#C)OCC=O,3.13237,0.81993,0.7605,2.9653,78.79,-0.2566,-0.0274,0.2292,1547.6903,0.152927,-422.987247,-422.976323,-422.975379,-423.024567,38.218,-1837.3181140951,-1847.350100478,-1858.019008496,-1711.225828126
gdb_2695,CCCOCC#C,14.13723,0.89944,0.86383,1.2481,67.87,-0.2544,0.0347,0.289,1321.3065,0.145435,-309.674485,-309.665707,-309.664763,-309.708151,30.04,-1585.429098896,-1595.029986596,-1604.514157622,-1475.554155523
gdb_130928,c1c(nnnn1)CC=O,4.65348,0.9764,0.8778,3.199,67.91,-0.2652,-0.1028,0.1625,1238.5533,0.087387,-448.87361,-448.865862,-448.864918,-448.907418,26.556,-1308.611661163,-1315.303417139,-1322.414349127,-1219.4520448981
gdb_33111,COCc1coc(n1)N,6.55862,0.78622,0.70878,1.1512,72.2,-0.203,0.0347,0.2377,1560.8347,0.136019,-455.166146,-455.157155,-455.15621,-455.200639,31.98,-1652.3705039981,-1661.8371047721,-1671.319393271,-1537.2589980201
gdb_89959,CC1OC2(COC12)C=O,3.39572,1.32264,1.11335,2.1837,69.31,-0.2551,-0.0494,0.2057,1104.5735,0.133944,-458.928287,-458.919957,-458.919013,-458.961486,30.494,-1663.9869506061,-1673.8689623381,-1683.3518783461,-1548.423638148
gdb_88608,CC1CC1C1C2CC1C2,3.45453,1.12549,1.02066,0.208,89.82,-0.2605,0.0892,0.3496,1295.0657,0.207096,-351.089177,-351.080771,-351.079827,-351.122484,33.515,-2173.9465721631,-2189.1140922021,-2202.15498424,-2019.106216377
gdb_12854,CC12CCCC1CO2,2.93841,2.22326,1.77458,1.6476,73.5,-0.2397,0.082,0.3217,860.1047,0.178645,-349.015637,-349.008271,-349.007326,-349.046791,29.344,-1895.3143784021,-1908.467594551,-1919.729498574,-1761.365052244
gdb_72695,CC12CC3CC1(CO2)O3,2.64164,1.96934,1.62599,0.8907,74.23,-0.2453,0.0592,0.3044,914.9514,0.159765,-422.939715,-422.932497,-422.931553,-422.970761,30.155,-1807.4913563071,-1819.8488910441,-1830.5177990621,-1677.4620788721
gdb_4546,Cn1cc(cc1O)N,3.97852,1.67187,1.18826,1.1093,68.72,-0.1611,0.0686,0.2297,980.7245,0.130642,-379.943228,-379.93459,-379.933646,-379.976293,31.198,-1553.011356447,-1561.810915154,-1570.701462666,-1446.386909694
gdb_70236,CC12OC1CC(=C2)C#C,4.18024,1.08748,0.94802,1.7212,84.54,-0.2303,-0.0319,0.1984,1246.4849,0.134277,-384.65914,-384.650846,-384.649902,-384.691693,32.151,-1768.446491309,-1778.352348383,-1787.835264391,-1652.989855381
gdb_82283,CC1C2NC2C=CC1=O,2.43601,1.8452,1.17996,4.4015,78.36,-0.2367,-0.0516,0.1851,1049.799,0.149163,-401.95998,-401.952153,-401.951209,-401.992393,30.417,-1808.279507611,-1819.3663366231,-1829.442248636,-1685.741432618
gdb_80305,OC1C2CC(=O)CC12O,2.51719,1.49253,1.29005,2.9503,67.7,-0.2378,-0.0107,0.2271,1034.0072,0.134693,-458.970611,-458.962323,-458.961379,-459.003228,32.174,-1690.5456415221,-1700.4540086321,-1709.9369246401,-1574.617118826
gdb_26830,Cc1c(nc([nH]1)C=O)O,3.50985,1.12256,0.85508,5.0836,78.27,-0.2151,-0.0557,0.1593,1275.023,0.112482,-454.003989,-453.995516,-453.994572,-454.037359,30.456,-1550.958146999,-1558.972691947,-1567.269615945,-1448.512910186
gdb_123589,C1C2CN1C1=C2N=NO1,2.97142,1.57902,1.21006,4.4791,75.96,-0.2333,-0.0683,0.165,987.0023,0.102202,-432.810029,-432.80315,-432.802206,-432.841759,26.069,-1417.318182778,-1425.4444243281,-1433.148352321,-1320.4772288441
gdb_68928,CC12CC1(O)COCO2,2.3368,1.81873,1.28702,1.681,71.15,-0.2439,0.0679,0.3118,1031.4349,0.15864,-460.145001,-460.136511,-460.135567,-460.177503,33.165,-1799.6343161181,-1811.193031898,-1821.861939916,-1670.262668115
gdb_69383,CC12CC=C(C=O)C1N2,3.48627,1.172,0.99408,4.1238,80.4,-0.242,-0.0633,0.1788,1217.6326,0.147646,-401.954213,-401.946009,-401.945065,-401.986947,31.213,-1804.660663208,-1815.5109213271,-1825.58683334,-1682.3240186041
gdb_55982,CC(=O)OC1COC1=O,3.46979,0.95788,0.88199,3.6293,63.27,-0.2819,-0.0117,0.2702,1325.7032,0.11062,-494.953141,-494.944337,-494.943393,-494.988937,29.748,-1543.2498264431,-1551.056665912,-1559.35358991,-1442.4310929581
gdb_81401,OC1C2CC1C(C2)C#C,4.01467,1.11852,1.0658,1.0904,80.7,-0.2478,0.0493,0.2971,1178.7902,0.159761,-385.839339,-385.831211,-385.830267,-385.871661,32.492,-1881.180365686,-1892.9674947421,-1903.63640276,-1752.2078134071
gdb_110106,COC1C(OC)C1(C)C,1.82634,1.3926,1.01291,1.8912,84.62,-0.2183,0.0716,0.2899,1355.0022,0.201559,-425.388435,-425.377047,-425.376103,-425.425356,40.032,-2088.3819549591,-2101.676988142,-2114.71788018,-1935.297369355
gdb_132848,FC1=CNC(=N)C(=O)N1,3.14054,1.40838,0.97233,3.8052,65.75,-0.2032,-0.0376,0.1656,1078.1551,0.090487,-494.076837,-494.06945,-494.068506,-494.108852,28.02,-1351.506921385,-1358.4252081101,-1365.536140098,-1261.361488481
gdb_117422,CCOC(=N)OCC#C,4.81291,0.66681,0.59217,0.9465,77.28,-0.2612,0.0197,0.281,1851.1154,0.144458,-439.053507,-439.043278,-439.042334,-439.089917,35.467,-1730.2926890911,-1739.871613976,-1749.947525989,-1610.0067438991
gdb_43634,C1CC(C1)N2CC(=O)C2,5.44538,0.85126,0.76575,2.6423,80.99,-0.2286,-0.0229,0.2057,1479.3536,0.170404,-403.1252,-403.116685,-403.115741,-403.159098,31.996,-1911.613924677,-1924.0461329851,-1935.308037008,-1776.636738777
gdb_96511,CC1NCCCOC1=O,2.34942,1.60282,1.05412,4.6741,75.65,-0.2305,0.0166,0.2471,1170.5113,0.172619,-440.316445,-440.307934,-440.30699,-440.349392,32.82,-1894.946030619,-1907.380121454,-1918.642025477,-1759.1160599881
gdb_80649,CC1=CC2CC(C2)C1O,2.55518,1.64959,1.24824,1.4201,83.67,-0.2317,0.0149,0.2465,1089.5876,0.18418,-387.091961,-387.08379,-387.082846,-387.124116,33.088,-2039.3603243701,-2052.8975760271,-2064.752476055,-1896.9120163161
gdb_96264,CC1CC(=O)CCCO1,2.18794,1.51829,0.98227,2.2973,79.09,-0.2354,-0.0107,0.2246,1243.6265,0.182962,-424.256283,-424.247328,-424.246383,-424.290047,33.942,-2005.7980055051,-2018.842662597,-2030.696935116,-1864.10333576
gdb_9483,CC1CCC1(N)C#N,2.858,1.68688,1.5055,4.475,72.19,-0.2556,0.0284,0.284,951.442,0.15404,-343.985744,-343.97726,-343.976315,-344.018271,31.726,-1716.0237619401,-1726.6976900301,-1736.773602043,-1595.9467772451
gdb_125943,CC1CCC2=C1C=NN2,2.9196,1.5558,1.06656,2.5883,81.26,-0.2204,0.0274,0.2477,1131.4063,0.163291,-382.105167,-382.097518,-382.096574,-382.137254,29.918,-1887.1147182991,-1899.2017966571,-1909.870704675,-1757.6345112391
gdb_64639,NC1(C=CNC1=N)C#N,2.31135,1.6339,1.38843,5.1679,72.86,-0.2283,-0.0258,0.2025,989.393,0.113818,-413.002059,-412.993687,-412.992743,-413.034947,31.245,-1525.547797553,-1533.6257209101,-1541.922644908,-1422.695934908
gdb_52725,CC#CC(C)CNC=O,3.87227,0.6401,0.62192,3.5436,86.15,-0.2436,0.0292,0.2728,1871.9461,0.168575,-403.157987,-403.146829,-403.145884,-403.197224,37.583,-1932.1880622601,-1942.9617642811,-1954.223040795,-1800.5611469111
gdb_69526,CC12OC1(C)C1(O)CC21,2.45144,1.65426,1.32177,3.0052,75.01,-0.2338,0.0672,0.301,1054.6295,0.156476,-422.977482,-422.968463,-422.967519,-423.010395,34.76,-1831.1904887101,-1842.4178797381,-1853.086787756,-1702.3327705781
gdb_82154,OC1C2NC2C1NC=O,3.18895,1.15819,1.02094,5.0143,70.08,-0.2378,0.0308,0.2686,1184.2193,0.136973,-455.117504,-455.109255,-455.10831,-455.151387,30.625,-1621.84721122,-1631.7794236721,-1641.261712171,-1506.3529247521
gdb_122269,CCCCC1(CO1)C=O,2.67376,0.85185,0.72072,2.103,80.33,-0.2573,-0.0368,0.2206,1653.7469,0.179562,-424.223961,-424.213703,-424.212758,-424.260219,36.322,-1985.515659607,-1997.7426724721,-2009.5969449911,-1845.3859973081
gdb_6739,CCN=CNC(=O)N,5.80086,0.888,0.77807,2.5429,71.79,-0.2392,0.0108,0.25,1436.2351,0.142014,-397.229904,-397.22084,-397.219896,-397.264029,32.283,-1583.956335273,-1593.376500381,-1602.860043898,-1471.003460255
gdb_64614,CC1(C=CC2NC12)C#C,2.82428,1.42492,1.33125,1.2494,82.65,-0.2384,0.0034,0.2418,1054.8052,0.147353,-364.756473,-364.748271,-364.747327,-364.788724,32.602,-1817.2528863111,-1828.1050269571,-1838.18093897,-1694.8691785321
gdb_25028,c1c([nH]c(=O)o1)N2CC2,5.13055,1.04288,0.9066,5.6458,68.42,-0.2052,0.0323,0.2375,1226.5652,0.113633,-453.960045,-453.952453,-453.951509,-453.992565,28.342,-1523.382891503,-1531.95027188,-1540.247195878,-1420.4042720401
gdb_57072,OC(C#C)C1OCC1O,3.15089,1.18599,1.03354,1.1757,70.05,-0.2599,0.0248,0.2846,1177.0532,0.134587,-458.896578,-458.887824,-458.886879,-458.930198,32.823,-1644.0892677251,-1653.705215641,-1663.18750414,-1528.7901365561
gdb_40167,C1CC11COC2CN1C2,3.06227,1.62743,1.42141,0.2925,78.28,-0.2138,0.0886,0.3023,996.1436,0.173208,-403.090428,-403.083247,-403.082303,-403.121661,29.999,-1889.794181729,-1903.063487043,-1914.325391066,-1753.144684344
gdb_11390,OCC1NC(=O)C=C1,4.26078,1.4761,1.16897,4.8968,63.79,-0.2408,-0.0278,0.213,983.0399,0.119722,-399.838949,-399.831432,-399.830487,-399.871071,27.521,-1499.846283931,-1508.4607274831,-1516.757651481,-1399.367660324
gdb_111352,OCC1C2OC2C11CN1,2.52424,1.41776,1.07325,0.6129,71.26,-0.2478,0.0562,0.304,1143.6855,0.147122,-438.999024,-438.990663,-438.989719,-439.032228,31.579,-1696.1041162441,-1706.855227941,-1716.931139954,-1573.806377198
gdb_108916,OCC1=CC2(O)CC1C2,3.4557,1.12245,0.98121,2.3101,77.19,-0.2158,0.0205,0.2363,1243.721,0.15879,-422.984107,-422.97558,-422.974636,-423.017188,33.1,-1835.3477358351,-1846.8838612911,-1857.552769309,-1706.595439215
gdb_111957,CCC1N=CN(C)C1=O,3.26543,1.18482,0.92679,2.4595,78.25,-0.2433,-0.0143,0.229,1299.9087,0.159563,-419.26602,-419.256759,-419.255815,-419.300499,32.951,-1851.375570713,-1862.450477054,-1873.119385072,-1723.140341509
gdb_24953,c1coc2c1[nH]c(=O)[nH]2,5.27642,1.33192,1.06499,3.0342,65.89,-0.1889,0.0132,0.2021,1018.2881,0.091985,-452.797605,-452.790833,-452.789889,-452.828739,26.082,-1421.792949457,-1429.097781726,-1436.208713714,-1331.315564292
gdb_77203,NC1C(NC1C#N)C#C,3.63125,1.04773,0.90463,3.4643,76.5,-0.2552,-0.0026,0.2526,1259.1376,0.124305,-396.871967,-396.863045,-396.862101,-396.90596,32.7,-1592.518068069,-1601.140041729,-1610.029961732,-1483.982228902
gdb_100333,CCC(C)(CO)CC#N,2.38278,1.11478,0.93689,4.8312,81.91,-0.2816,0.0327,0.3143,1352.5323,0.191839,-404.368882,-404.357899,-404.356955,-404.405018,39.737,-2064.1839529011,-2076.844574485,-2089.292470518,-1917.240170371
gdb_101762,CC(=O)OCC(O)CO,4.27054,0.77901,0.70489,3.813,69.21,-0.2557,-0.0069,0.2489,1603.2654,0.156795,-497.332294,-497.322048,-497.321103,-497.368801,35.911,-1780.4865064921,-1790.942688959,-1801.610969468,-1653.3720083621
gdb_76067,CC1C(C#C)C1C(C)=O,2.15989,1.35713,1.13866,2.7346,83.63,-0.2368,-0.0167,0.2201,1209.203,0.155866,-385.869994,-385.85999,-385.859046,-385.90507,36.39,-1900.4166540811,-1911.0265762531,-1921.695484271,-1773.1722615881
gdb_128975,c1c-2ncnc2nn[nH]1,4.14406,1.78607,1.24813,5.4468,70.78,-0.2671,-0.0779,0.1892,881.709,0.082358,-427.851108,-427.845541,-427.844597,-427.881038,21.886,-1282.563135064,-1289.734935425,-1296.252871408,-1197.603436536
gdb_92396,CN1CC2CCC12C#N,2.20869,1.74341,1.25286,3.5492,80.76,-0.2272,0.0125,0.2397,1076.3764,0.159737,-382.0453,-382.036814,-382.03587,-382.078271,32.047,-1849.547636996,-1861.1094903211,-1871.778398339,-1720.622147892
gdb_62774,CC1(C)C2CC(C#C)C12,2.80318,1.28758,1.09463,0.7728,88.78,-0.2487,0.0488,0.2975,1212.6298,0.180879,-349.89712,-349.88786,-349.886916,-349.930425,36.298,-2053.771696064,-2066.6262179291,-2078.481117957,-1912.3010470321
gdb_114453,COC1OC2C3NC2C13,4.71123,1.22412,1.14582,1.6705,71.78,-0.2341,0.0831,0.3172,1105.0381,0.149048,-439.006671,-438.99936,-438.998416,-439.038662,28.393,-1700.9026775671,-1712.3126737141,-1722.3885857271,-1577.843770104
gdb_15667,CCC1CC=CC1O,3.22447,1.61576,1.19404,1.577,75.65,-0.2497,0.0123,0.2619,1060.9094,0.17762,-349.018903,-349.010525,-349.009581,-349.051691,31.767,-1897.3638227961,-1909.881999837,-1921.144531369,-1764.4398463441
gdb_98312,OCC(=O)C(O)C1CN1,3.11703,1.00575,0.85945,1.731,68.73,-0.2535,-0.046,0.2075,1355.3132,0.146153,-476.198946,-476.189552,-476.188608,-476.23406,33.768,-1684.8811177791,-1694.98338517,-1705.059297183,-1563.525897251
gdb_71398,CC12OC3C1C2C3(C)O,3.35878,1.42424,1.33054,2.297,74.42,-0.2327,0.0827,0.3154,1051.3653,0.157694,-422.974659,-422.966431,-422.965487,-423.006718,33.041,-1829.419030803,-1841.1427814501,-1851.811689468,-1700.0254199851
gdb_122448,CCOCC1OC1(C)C,4.58086,0.64087,0.60855,2.3584,84.67,-0.2511,0.0874,0.3385,1961.6577,0.201661,-425.411536,-425.400356,-425.399412,-425.44874,39.49,-2102.8780403681,-2116.303595423,-2129.344487461,-1949.971039811
gdb_115985,COC1CCC=C1C#N,2.06394,1.6139,0.99638,3.6882,81.23,-0.2589,-0.0456,0.2134,1199.7345,0.14793,-401.970801,-401.961947,-401.961003,-402.00497,31.807,-1815.0697825001,-1825.5121597691,-1835.588071782,-1693.633613311
gdb_128704,COC1=NOC(=N)C=C1,4.8123,1.09575,0.89757,3.1695,74.46,-0.231,-0.0677,0.1633,1236.1877,0.112511,-453.923631,-453.915704,-453.914759,-453.95637,29.203,-1500.532778777,-1508.889943639,-1517.186240128,-1397.6915837851
gdb_574,C1CC1CC#N,10.97625,1.97735,1.8089,4.0027,53.78,-0.3029,0.0346,0.3375,669.5084,0.108659,-249.358446,-249.352356,-249.351412,-249.388285,21.499,-1279.374134326,-1287.106927733,-1294.219742248,-1196.229191826
gdb_75511,CC1=CCCC=C(C1)C,1.95468,1.57498,0.96296,0.2615,94.07,-0.2219,0.0264,0.2483,1327.1858,0.206155,-351.179357,-351.169975,-351.169031,-351.2132,36.397,-2230.535333783,-2245.0904050381,-2258.131297076,-2076.031322821
gdb_45272,N=C1OC2CC3CNC123,2.93742,1.73556,1.29138,3.5299,74.14,-0.2341,0.0148,0.2489,984.1053,0.138206,-417.955652,-417.948705,-417.947761,-417.98693,27.88,-1656.959477315,-1667.709333994,-1677.192250002,-1540.086553574
gdb_44383,O=C1OC2C3CC(O1)C23,3.62374,1.68745,1.42798,5.5988,63.72,-0.274,0.0401,0.3141,894.6622,0.114909,-457.774451,-457.768208,-457.767264,-457.805163,25.056,-1567.7960959961,-1577.2106135231,-1585.507537521,-1464.0431304271
gdb_44491,O=C1OC2C3CC2C1N3,3.8821,1.64565,1.52098,3.8068,67.3,-0.2385,0.0049,0.2434,881.5105,0.128668,-437.898644,-437.892765,-437.891821,-437.928773,24.729,-1633.4573827381,-1643.988866285,-1652.878786288,-1522.601015289
gdb_90773,CC1OC2C1OCC2O,3.29743,1.38246,1.20131,1.0265,70.48,-0.2456,0.0659,0.3114,1084.6188,0.159346,-460.147447,-460.139072,-460.138128,-460.180317,31.721,-1801.1692031321,-1812.8000824471,-1823.468990465,-1672.028478441
gdb_80763,CC1C2CC(CC=O)N12,2.68662,1.27653,1.06766,3.3151,78.95,-0.2304,-0.0197,0.2107,1199.0494,0.170159,-403.106587,-403.097686,-403.096742,-403.14096,33.114,-1899.9340996601,-1912.1240894941,-1923.385993517,-1765.2549805351
gdb_3484,OC12C3C4C3C1C24,5.99389,2.93053,2.77446,1.3185,56.01,-0.2188,0.0727,0.2916,541.0403,0.101504,-307.193849,-307.188624,-307.187679,-307.222317,21.551,-1284.510923,-1292.787139201,-1299.898698698,-1198.116111389
gdb_86439,OC1CC(O)C=CC=C1,2.2069,1.49096,0.93464,2.5516,80.38,-0.2226,-0.0341,0.1885,1235.773,0.159555,-423.02343,-423.014608,-423.013663,-423.057574,33.656,-1860.0232722421,-1871.3742825431,-1882.042563052,-1731.938017689
gdb_11495,O=CC(=O)CC1CN1,3.29234,1.56607,1.18649,1.8375,62.45,-0.2461,-0.1036,0.1425,991.9363,0.117615,-399.783986,-399.775987,-399.775043,-399.817121,27.855,-1465.3565067641,-1473.668490978,-1481.966042485,-1365.513549774
gdb_130772,C#Cc1cc(=O)onc1,3.78967,1.2121,0.91837,5.4693,74.45,-0.2721,-0.1049,0.1671,1149.0348,0.076469,-435.455978,-435.448649,-435.447705,-435.488043,27.144,-1356.365723572,-1362.433108093,-1368.951044076,-1273.466137091
gdb_61552,CC(CC1CC1)C(C)=O,3.558,0.79476,0.73913,2.5891,86.31,-0.2371,-0.0075,0.2296,1653.1835,0.203315,-388.304984,-388.294303,-388.293359,-388.341814,38.48,-2172.6915541631,-2186.4308637181,-2199.471755756,-2019.8058889121
gdb_27653,C#Cc1c([nH]c(n1)O)N,3.06796,1.29602,0.91342,3.0083,74.82,-0.1845,0.0167,0.2012,1185.6588,0.101358,-432.875703,-432.867273,-432.866329,-432.908345,31.872,-1458.529208844,-1465.682183935,-1473.386111928,-1362.260543118
gdb_40293,C1NC11CCOCOC1,2.64412,1.55278,1.19011,2.5271,74.82,-0.2493,0.0693,0.3186,1093.1099,0.173225,-440.250228,-440.242122,-440.241178,-440.283269,31.211,-1853.394267166,-1866.082499146,-1877.344403169,-1717.623282381
gdb_14204,CC12C3CN1CC23O,2.81115,2.45948,1.88727,1.9989,68.1,-0.2153,0.073,0.2883,794.7956,0.142316,-363.784464,-363.777281,-363.776337,-363.815313,28.266,-1601.989688915,-1612.5914534701,-1622.074996987,-1487.5973082511
gdb_56704,CC(C#N)C1(CN1)C#N,2.73001,1.34455,1.02329,1.5233,73.16,-0.2884,-0.0086,0.2798,1143.01,0.123925,-396.92735,-396.918392,-396.917448,-396.961278,32.154,-1627.271399016,-1635.870782352,-1644.760702355,-1518.694771764
gdb_44045,N=C1NC23CCC12OC3,2.65977,1.75812,1.60063,4.2982,73.49,-0.2347,0.0244,0.259,927.6951,0.136642,-417.923284,-417.915816,-417.914872,-417.955099,29.379,-1636.648266003,-1647.071190493,-1656.554106501,-1520.112314595
gdb_40793,C1OC1C1OCC2NC12,3.8326,1.1963,1.01461,2.3208,72.05,-0.2434,0.0713,0.3146,1178.1976,0.148872,-439.030657,-439.023019,-439.022075,-439.063401,28.994,-1715.9541084411,-1727.158909145,-1737.234821158,-1593.367715255
gdb_112764,CC1OC(CO)C1C#N,2.14474,1.37974,1.0188,3.2759,72.09,-0.2658,0.0128,0.2786,1210.3801,0.146732,-439.080244,-439.070949,-439.070005,-439.115169,33.275,-1747.0703972241,-1757.2354155151,-1767.311327528,-1625.852601167
gdb_124945,Cc1c(n(nn1)C=O)C,3.29997,1.29245,0.93957,5.9014,75.25,-0.2594,-0.0651,0.1943,1202.6681,0.123214,-434.091329,-434.082501,-434.081557,-434.125381,30.76,-1593.493844564,-1602.174176561,-1611.064096564,-1484.739004756
gdb_10814,CC1CNC(=O)C=C1,4.87811,1.49444,1.19084,4.2592,71.28,-0.2386,-0.0317,0.2069,999.3232,0.144147,-363.915627,-363.908196,-363.907252,-363.947203,28.297,-1684.295651882,-1694.741794205,-1704.225337722,-1570.359470261
gdb_71293,CC12CC3C(OCO1)C23,2.6555,1.95426,1.47356,1.6796,73.59,-0.2357,0.0875,0.3232,949.6045,0.160781,-422.992916,-422.985675,-422.984731,-423.024107,29.83,-1840.8754626161,-1853.2185646461,-1863.8874726641,-1710.9371739861
gdb_125988,CC1CN2N=C(O)C=C12,4.42791,1.14523,0.97303,2.75,76.17,-0.2098,0.0295,0.2393,1206.8969,0.1376,-417.998406,-417.990493,-417.989549,-418.031252,29.865,-1683.787997101,-1693.9316800861,-1703.414596094,-1567.8990074721
gdb_70762,OC12CC1OCOCC2,2.54547,1.62654,1.21888,2.0652,71.19,-0.2389,0.0742,0.3131,1057.8946,0.160071,-460.139971,-460.132042,-460.131098,-460.171982,31.714,-1796.4779458481,-1808.3886941771,-1819.0576021951,-1666.798190926
gdb_69521,CC12NC1(C)C1(C)OC21,2.47194,1.62513,1.32163,1.2677,78.47,-0.2404,0.0742,0.3145,1080.9072,0.168745,-403.096495,-403.087296,-403.086351,-403.129658,35.125,-1893.601278832,-1905.604270984,-1916.865547498,-1758.162873817
gdb_120521,COCC1CC(C1)C#C,5.71634,0.673,0.64662,1.3886,87.08,-0.2531,0.0499,0.303,1772.1878,0.180617,-387.034783,-387.024834,-387.02389,-387.070326,36.12,-2003.4806147681,-2015.902155423,-2027.757055451,-1863.1583072061
gdb_37326,C1C2C3CC3C3OC3C12,2.39137,2.22314,1.49003,1.8415,76.79,-0.2509,0.0701,0.3209,931.9891,0.162478,-385.854925,-385.848289,-385.847345,-385.885531,28.453,-1890.96072096,-1903.6840934441,-1914.353001462,-1760.9113632371
gdb_114946,OCC1CC=C(C1)C=O,3.80449,0.89073,0.79606,2.8904,80.38,-0.2472,-0.0524,0.1948,1439.0749,0.159005,-423.051164,-423.042186,-423.041242,-423.085411,32.803,-1877.4266068481,-1888.6797257451,-1899.348633763,-1749.4059857221
